SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,address
ANG MO KIO MRT STATION,2450,ANG MO KIO AVENUE 8,ANG MO KIO MRT STATION,2450 ANG MO KIO AVENUE 8 ANG MO KIO MRT STATION SINGAPORE 569811,569811,29807.2610862684,39105.7359950263,1.36993284962264,103.849558091776,5    ANG MO KIO ST 52
ANG MO KIO MRT STATION (NS16),2795,ANG MO KIO AVENUE 8,ANG MO KIO MRT STATION (NS16),2795 ANG MO KIO AVENUE 8 ANG MO KIO MRT STATION (NS16) SINGAPORE 569812,569812,29807.2611468043,39105.7359950263,1.36993284962262,103.84955809232,5    ANG MO KIO ST 52
ANG MO KIO MRT STATION EXIT A,,NIL,ANG MO KIO MRT STATION EXIT A,ANG MO KIO MRT STATION EXIT A,NIL,29849.6519725556,39053.9714168608,1.36946470665767,103.849939000494,5    ANG MO KIO ST 52
ANG MO KIO MRT STATION EXIT C,,NIL,ANG MO KIO MRT STATION EXIT C,ANG MO KIO MRT STATION EXIT C,NIL,29782.3649432287,39051.0800677165,1.36943856246777,103.849334379134,5    ANG MO KIO ST 52
ANG MO KIO MRT STATION EXIT D,,NIL,ANG MO KIO MRT STATION EXIT D,ANG MO KIO MRT STATION EXIT D,NIL,29837.0428753626,39100.7076051589,1.36988737282392,103.849825701795,5    ANG MO KIO ST 52
ANG MO KIO SECONDARY SCHOOL,6,ANG MO KIO STREET 22,ANG MO KIO SECONDARY SCHOOL,6 ANG MO KIO STREET 22 ANG MO KIO SECONDARY SCHOOL SINGAPORE 569362,569362,28983.3847605418,38818.7070966065,1.36733710171069,103.842154973672,5    ANG MO KIO ST 52
SBS TRANSIT BUS DEPOT (ANG MO KIO),15,ANG MO KIO STREET 63,SBS TRANSIT BUS DEPOT (ANG MO KIO),15 ANG MO KIO STREET 63 SBS TRANSIT BUS DEPOT (ANG MO KIO) SINGAPORE 569117,569117,29586.3101322968,40875.3239096291,1.38593638186528,103.847572787003,5    ANG MO KIO ST 52
JUNYUAN PRIMARY SCHOOL,2,TAMPINES STREET 91,JUNYUAN PRIMARY SCHOOL,2 TAMPINES STREET 91 JUNYUAN PRIMARY SCHOOL SINGAPORE 528906,528906,39785.8491141181,36666.4713015798,1.34787074766746,103.939221709073,2    Tampines Street 91
MOE KINDERGARTEN @ JUNYUAN,2,TAMPINES STREET 91,MOE KINDERGARTEN @ JUNYUAN,2 TAMPINES STREET 91 MOE KINDERGARTEN @ JUNYUAN SINGAPORE 528906,528906,39764.1579873385,36686.6051103286,1.34805283888458,103.939026808982,2    Tampines Street 91
WHEE!CANOPUS STUDENT CARE @ JUNYUAN PRIMARY SCHOOL,2,TAMPINES STREET 91,WHEE!CANOPUS STUDENT CARE @ JUNYUAN PRIMARY SCHOOL,2 TAMPINES STREET 91 WHEE!CANOPUS STUDENT CARE @ JUNYUAN PRIMARY SCHOOL SINGAPORE 528906,528906,39797.6365868924,36666.4453921858,1.34787050871599,103.939327626661,2    Tampines Street 91
JUNYUAN SECONDARY SCHOOL,11,TAMPINES STREET 84,JUNYUAN SECONDARY SCHOOL,11 TAMPINES STREET 84 JUNYUAN SECONDARY SCHOOL SINGAPORE 528933,528933,39192.0351621611,37301.4129357934,1.35361315263537,103.933886165824,11   TAMPINES STREET 84
JURONG PIONEER JUNIOR COLLEGE,21,TECK WHYE WALK,JURONG PIONEER JUNIOR COLLEGE,21 TECK WHYE WALK JURONG PIONEER JUNIOR COLLEGE SINGAPORE 688258,688258,19214.5432963269,40702.7122574467,1.38437406410733,103.75437461519,21   Teck Whye Walk
JURONG PRIMARY SCHOOL,320,JURONG EAST STREET 32,JURONG PRIMARY SCHOOL,320 JURONG EAST STREET 32 JURONG PRIMARY SCHOOL SINGAPORE 609476,609476,16853.0771883978,36729.2343872562,1.34843859698946,103.733156566858,320  JURONG EAST Street 32
KIDZ FUSION NETWORK @ JURONG PRIMARY,320,JURONG EAST STREET 32,KIDZ FUSION NETWORK @ JURONG PRIMARY,320 JURONG EAST STREET 32 KIDZ FUSION NETWORK @ JURONG PRIMARY SINGAPORE 609476,609476,16830.4671559008,36748.4896072429,1.3486127256626,103.732953394774,320  JURONG EAST Street 32
JURONG SECONDARY SCHOOL,31,YUAN CHING ROAD,JURONG SECONDARY SCHOOL,31 YUAN CHING ROAD JURONG SECONDARY SCHOOL SINGAPORE 618652,618652,15828.7257759329,34692.6761670429,1.33002032220942,103.723952961648,31   YUAN CHING ROAD
JURONG WEST PRIMARY SCHOOL,30,JURONG WEST STREET 61,JURONG WEST PRIMARY SCHOOL,30 JURONG WEST STREET 61 JURONG WEST PRIMARY SCHOOL SINGAPORE 648368,648368,13029.9245329089,35705.1165225543,1.33917519796104,103.698803732244,30   JURONG WEST ST 61
MOE KINDERGARTEN @ JURONG WEST,30,JURONG WEST STREET 61,MOE KINDERGARTEN @ JURONG WEST,30 JURONG WEST STREET 61 MOE KINDERGARTEN @ JURONG WEST SINGAPORE 648368,648368,13054.4448081264,35757.001294883,1.33964443629144,103.699024035245,30   JURONG WEST ST 61
YMCA STUDENT CARE CENTRE @ JURONG WEST 2,30,JURONG WEST STREET 61,YMCA STUDENT CARE CENTRE @ JURONG WEST 2,30 JURONG WEST STREET 61 YMCA STUDENT CARE CENTRE @ JURONG WEST 2 SINGAPORE 648368,648368,13023.2364889588,35764.5547912922,1.33971273175894,103.698743607058,30   JURONG WEST ST 61
JURONG WEST SECONDARY SCHOOL,61,JURONG WEST STREET 65,JURONG WEST SECONDARY SCHOOL,61 JURONG WEST STREET 65 JURONG WEST SECONDARY SCHOOL SINGAPORE 648348,648348,13396.6197330486,35271.7690127064,1.33525634688323,103.702098904443,61   JURONG WEST STREET 65
JURONGVILLE SECONDARY SCHOOL,202,JURONG EAST AVENUE 1,JURONGVILLE SECONDARY SCHOOL,202 JURONG EAST AVENUE 1 JURONGVILLE SECONDARY SCHOOL SINGAPORE 609790,609790,16380.2394942129,37044.3966198433,1.35128862770284,103.728907710089,202  JURONG EAST AVENUE 1
JUYING SECONDARY SCHOOL,33,JURONG WEST STREET 91,JUYING SECONDARY SCHOOL,33 JURONG WEST STREET 91 JUYING SECONDARY SCHOOL SINGAPORE 649038,649038,11750.8178531462,35655.1627567839,1.3387227734133,103.687310264575,33   JURONG WEST STREET 91
KEMING PRIMARY SCHOOL,90,BUKIT BATOK EAST AVENUE 6,KEMING PRIMARY SCHOOL,90 BUKIT BATOK EAST AVENUE 6 KEMING PRIMARY SCHOOL SINGAPORE 659762,659762,19445.3031655131,36407.3561431039,1.34552849960874,103.756449399351,90   BUKIT BATOK EAST AVENUE 6
KNOWLEDGE PARK EDUCARE PTE LTD (KEMING PRIMARY SCHOOL),90,BUKIT BATOK EAST AVENUE 6,KNOWLEDGE PARK EDUCARE PTE LTD (KEMING PRIMARY SCHOOL),90 BUKIT BATOK EAST AVENUE 6 KNOWLEDGE PARK EDUCARE PTE LTD (KEMING PRIMARY SCHOOL) SINGAPORE 659762,659762,19386.7443935787,36355.9404942542,1.34506349843091,103.75592322797,90   BUKIT BATOK EAST AVENUE 6
KENT RIDGE SECONDARY SCHOOL,147,WEST COAST ROAD,KENT RIDGE SECONDARY SCHOOL,147 WEST COAST ROAD KENT RIDGE SECONDARY SCHOOL SINGAPORE 127368,127368,20384.4722389057,31508.7733694967,1.30122773426098,103.764889617566,147  WEST COAST ROAD
KHENG CHENG SCHOOL,15,LORONG 3 TOA PAYOH,KHENG CHENG SCHOOL,15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580,319580,29539.1234353296,35501.5835219584,1.3373381935639,103.847148501824,15   LORONG 3 TOA PAYOH
SHG STUDENT CARE (KHENG CHENG SCHOOL),15,LORONG 3 TOA PAYOH,SHG STUDENT CARE (KHENG CHENG SCHOOL),15 LORONG 3 TOA PAYOH SHG STUDENT CARE (KHENG CHENG SCHOOL) SINGAPORE 319580,319580,29538.3022649307,35496.0536824055,1.33728818369962,103.847141122849,15   LORONG 3 TOA PAYOH
KONG HWA SCHOOL,350,GUILLEMARD ROAD,KONG HWA SCHOOL,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,399772,34124.7036575247,32588.943696009,1.31099674009193,103.888352029067,350  GUILLEMARD ROAD
NASCANS KONG HWA STUDENT CARE CENTRE,350,GUILLEMARD ROAD,NASCANS KONG HWA STUDENT CARE CENTRE,350 GUILLEMARD ROAD NASCANS KONG HWA STUDENT CARE CENTRE SINGAPORE 399772,399772,34114.3886616211,32582.883773258,1.31094193836138,103.888259342632,350  GUILLEMARD ROAD
KRANJI PRIMARY SCHOOL,11,CHOA CHU KANG STREET 54,KRANJI PRIMARY SCHOOL,11 CHOA CHU KANG STREET 54 KRANJI PRIMARY SCHOOL SINGAPORE 689189,689189,18434.245239621,41718.5305804759,1.39356050497104,103.747362720939,11   CHOA CHU KANG STREET 54
MOE KINDERGARTEN @ KRANJI,11,CHOA CHU KANG STREET 54,MOE KINDERGARTEN @ KRANJI,11 CHOA CHU KANG STREET 54 MOE KINDERGARTEN @ KRANJI SINGAPORE 689189,689189,18375.155506717,41732.8902870435,1.39369034929329,103.746831748711,11   CHOA CHU KANG STREET 54
NASCANS @ KRANJI,11,CHOA CHU KANG STREET 54,NASCANS @ KRANJI,11 CHOA CHU KANG STREET 54 NASCANS @ KRANJI SINGAPORE 689189,689189,18439.7663317276,41787.5800236911,1.39418496446376,103.747412309639,11   CHOA CHU KANG STREET 54
KRANJI SECONDARY SCHOOL,61,CHOA CHU KANG STREET 51,KRANJI SECONDARY SCHOOL,61 CHOA CHU KANG STREET 51 KRANJI SECONDARY SCHOOL SINGAPORE 689333,689333,17747.3609606959,41330.5036858637,1.39005109871311,103.741190664845,61   CHOA CHU KANG STREET 51
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8,BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 579793,579793,30414.9291181238,36835.1167885177,1.34939813669536,103.855018233311,8    BISHAN STREET 13
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL (U/C),8,BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL (U/C),8 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL (U/C) SINGAPORE 579793,579793,30335.0289356941,36825.3860857729,1.34931014201944,103.854300279284,8    BISHAN STREET 13
YMCA STUDENT CARE CENTRE @ KUO CHUAN,8,BISHAN STREET 13,YMCA STUDENT CARE CENTRE @ KUO CHUAN,8 BISHAN STREET 13 YMCA STUDENT CARE CENTRE @ KUO CHUAN SINGAPORE 579793,579793,30351.430913927,36803.7610037327,1.34911457119752,103.854447659659,8    BISHAN STREET 13
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,10,BISHAN STREET 13,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,10 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL SINGAPORE 579795,579795,30411.0903508216,36920.6091322787,1.35017129930314,103.854983746416,10   BISHAN STREET 13
LAKESIDE PRIMARY SCHOOL,161,CORPORATION WALK,LAKESIDE PRIMARY SCHOOL,161 CORPORATION WALK LAKESIDE PRIMARY SCHOOL SINGAPORE 618310,618310,15176.2291954523,35597.6143301465,1.33820397704287,103.718089546664,161  Corporation Walk
WHEE!CANOPUS STUDENT CARE @ LAKESIDE PRIMARY SCHOOL,161,CORPORATION WALK,WHEE!CANOPUS STUDENT CARE @ LAKESIDE PRIMARY SCHOOL,161 CORPORATION WALK WHEE!CANOPUS STUDENT CARE @ LAKESIDE PRIMARY SCHOOL SINGAPORE 618310,618310,15177.0483984314,35616.6021022275,1.33837569571569,103.718096899655,161  Corporation Walk
LIANHUA PRIMARY SCHOOL,2,BUKIT BATOK STREET 52,LIANHUA PRIMARY SCHOOL,2 BUKIT BATOK STREET 52 LIANHUA PRIMARY SCHOOL SINGAPORE 659243,659243,19191.1979939695,37370.8497486636,1.35424191127295,103.754165828711,2    BUKIT BATOK STREET 52
PRO-TEACH SCHOOLCARE (LIANHUA) PTE LTD,2,BUKIT BATOK STREET 52,PRO-TEACH SCHOOLCARE (LIANHUA) PTE LTD,2 BUKIT BATOK STREET 52 PRO-TEACH SCHOOLCARE (LIANHUA) PTE LTD SINGAPORE 659243,659243,19187.230133716,37362.1183433998,1.35416294645557,103.754130177522,2    BUKIT BATOK STREET 52
LOYANG VIEW SECONDARY SCHOOL,12,PASIR RIS STREET 11,LOYANG VIEW SECONDARY SCHOOL,12 PASIR RIS STREET 11 LOYANG VIEW SECONDARY SCHOOL SINGAPORE 519073,519073,41758.1067258865,38735.8040275108,1.36658417167238,103.956944585725,12   PASIR RIS STREET 11
AFTER SCHOOL @ MAHA BODHI SCHOOL,10,UBI AVENUE 1,AFTER SCHOOL @ MAHA BODHI SCHOOL,10 UBI AVENUE 1 AFTER SCHOOL @ MAHA BODHI SCHOOL SINGAPORE 408931,408931,35566.4064952666,34533.273462953,1.32858023873554,103.901306904157,10   UBI AVENUE 1
MAHA BODHI SCHOOL,10,UBI AVENUE 1,MAHA BODHI SCHOOL,10 UBI AVENUE 1 MAHA BODHI SCHOOL SINGAPORE 408931,408931,35565.4979411988,34521.1796176471,1.32847086658384,103.901298737314,10   UBI AVENUE 1
MANJUSRI SECONDARY SCHOOL,20,UBI AVENUE 1,MANJUSRI SECONDARY SCHOOL,20 UBI AVENUE 1 MANJUSRI SECONDARY SCHOOL SINGAPORE 408940,408940,35612.3792342106,34410.6462380104,1.32747123084846,103.901719963831,20   UBI AVENUE 1
CATHOLIC KINDERGARTEN,25,MOUNT VERNON ROAD,CATHOLIC KINDERGARTEN,25 MOUNT VERNON ROAD CATHOLIC KINDERGARTEN SINGAPORE 368051,368051,32946.8943243129,35950.5614488646,1.34139822375509,103.87776938227,25   MOUNT VERNON ROAD
MARIS STELLA HIGH SCHOOL,25,MOUNT VERNON ROAD,MARIS STELLA HIGH SCHOOL,25 MOUNT VERNON ROAD MARIS STELLA HIGH SCHOOL SINGAPORE 368051,368051,32956.1427672738,35950.1756834127,1.34139473351039,103.877852484979,25   MOUNT VERNON ROAD
THE LEARNING CAMPUS @ MARIS STELLA,25,MOUNT VERNON ROAD,THE LEARNING CAMPUS @ MARIS STELLA,25 MOUNT VERNON ROAD THE LEARNING CAMPUS @ MARIS STELLA SINGAPORE 368051,368051,32956.3052458102,35960.4504834339,1.34148765509926,103.877853946625,25   MOUNT VERNON ROAD
MARSILING PRIMARY SCHOOL,31,WOODLANDS CENTRE ROAD,MARSILING PRIMARY SCHOOL,31 WOODLANDS CENTRE ROAD MARSILING PRIMARY SCHOOL SINGAPORE 738927,738927,21359.011448958,46172.2397052329,1.43383904037059,103.773643013846,31   WOODLANDS CENTRE ROAD
NASCANS @ MARSILING,31,WOODLANDS CENTRE ROAD,NASCANS @ MARSILING,31 WOODLANDS CENTRE ROAD NASCANS @ MARSILING SINGAPORE 738927,738927,21358.3506686054,46182.1604909152,1.43392876015922,103.773637073788,31   WOODLANDS CENTRE ROAD
MARSILING SECONDARY SCHOOL,12,MARSILING ROAD,MARSILING SECONDARY SCHOOL,12 MARSILING ROAD MARSILING SECONDARY SCHOOL SINGAPORE 739110,739110,21622.2165990025,46482.4188591223,1.43664424769955,103.776008090454,12   MARSILING ROAD
GOOD SHEPHERD STUDENT CARE,20,MARYMOUNT ROAD,GOOD SHEPHERD STUDENT CARE,20 MARYMOUNT ROAD GOOD SHEPHERD STUDENT CARE SINGAPORE 297754,297754,28722.6185440896,35844.3858416472,1.34043840661368,103.839811736775,20   Marymount Road
MARYMOUNT CONVENT SCHOOL,20,MARYMOUNT ROAD,MARYMOUNT CONVENT SCHOOL,20 MARYMOUNT ROAD MARYMOUNT CONVENT SCHOOL SINGAPORE 297754,297754,28745.9144793656,35836.4646800403,1.34036676987375,103.840021064426,20   Marymount Road
6 ANG MO KIO AVENUE 2 SINGAPORE 569948,6,ANG MO KIO AVENUE 2,NIL,6 ANG MO KIO AVENUE 2 SINGAPORE 569948,569948,28276.7353066411,39792.7725521773,1.37614621670476,103.835805246743,6    Ang Mo Kio Avenue 2
MAYFLOWER SECONDARY SCHOOL,2,ANG MO KIO STREET 21,MAYFLOWER SECONDARY SCHOOL,2 ANG MO KIO STREET 21 MAYFLOWER SECONDARY SCHOOL SINGAPORE 569384,569384,28227.2664945051,38922.1548925955,1.36827266209722,103.835360726863,2    ANG MO KIO STREET 21
GRACELAND STUDENT CARE CENTRE (MEE TOH),21,EDGEDALE PLAINS,GRACELAND STUDENT CARE CENTRE (MEE TOH),21 EDGEDALE PLAINS GRACELAND STUDENT CARE CENTRE (MEE TOH) SINGAPORE 828867,828867,36374.7735061357,41861.4694083072,1.39485356081865,103.90857257736,21   EDGEDALE PLAINS
MEE TOH SCHOOL,21,EDGEDALE PLAINS,MEE TOH SCHOOL,21 EDGEDALE PLAINS MEE TOH SCHOOL SINGAPORE 828867,828867,36376.6569616906,41835.4725095034,1.3946184538592,103.908589494228,21   EDGEDALE PLAINS
LIFE STUDENT CARE - HAPPY MERIDIANS,20,PASIR RIS STREET 71,LIFE STUDENT CARE - HAPPY MERIDIANS,20 PASIR RIS STREET 71 LIFE STUDENT CARE - HAPPY MERIDIANS SINGAPORE 518798,518798,39310.6903498704,39722.3064462524,1.37550677054835,103.934953276155,20   PASIR RIS ST 71
MERIDIAN PRIMARY SCHOOL,20,PASIR RIS STREET 71,MERIDIAN PRIMARY SCHOOL,20 PASIR RIS STREET 71 MERIDIAN PRIMARY SCHOOL SINGAPORE 518798,518798,39303.5458344575,39724.6885971073,1.37552831658484,103.934889078518,20   PASIR RIS ST 71
MOE KINDERGARTEN @ MERIDIAN,20,PASIR RIS STREET 71,MOE KINDERGARTEN @ MERIDIAN,20 PASIR RIS STREET 71 MOE KINDERGARTEN @ MERIDIAN SINGAPORE 518798,518798,39302.3809105679,39729.4261116516,1.37557116135293,103.93487861266,20   PASIR RIS ST 71
MERIDIAN SECONDARY SCHOOL,31,PASIR RIS STREET 51,MERIDIAN SECONDARY SCHOOL,31 PASIR RIS STREET 51 MERIDIAN SECONDARY SCHOOL SINGAPORE 518901,518901,40870.9016361358,38809.035507232,1.3672468492013,103.948972483629,31   PASIR RIS STREET 51
COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL,11,BLACKMORE DRIVE,COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL,11 BLACKMORE DRIVE COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL SINGAPORE 599986,599986,22442.5909795491,34984.5810560323,1.33266213599636,103.783382114018,11   Blackmore Drive
COVENANT COMMUNITY METHODIST CHURCH,11,BLACKMORE DRIVE,COVENANT COMMUNITY METHODIST CHURCH,11 BLACKMORE DRIVE COVENANT COMMUNITY METHODIST CHURCH SINGAPORE 599986,599986,22395.9094854975,35014.1997914985,1.33292998864414,103.782962649043,11   Blackmore Drive
METHODIST GIRLS' SCHOOL,11,BLACKMORE DRIVE,METHODIST GIRLS' SCHOOL,11 BLACKMORE DRIVE METHODIST GIRLS' SCHOOL SINGAPORE 599986,599986,22443.8042111406,35016.191455096,1.33294800935714,103.783393009829,11   Blackmore Drive
COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL,11,BLACKMORE DRIVE,COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL,11 BLACKMORE DRIVE COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL SINGAPORE 599986,599986,22442.5909795491,34984.5810560323,1.33266213599636,103.783382114018,11   BLACKMORE DRIVE
COVENANT COMMUNITY METHODIST CHURCH,11,BLACKMORE DRIVE,COVENANT COMMUNITY METHODIST CHURCH,11 BLACKMORE DRIVE COVENANT COMMUNITY METHODIST CHURCH SINGAPORE 599986,599986,22395.9094854975,35014.1997914985,1.33292998864414,103.782962649043,11   BLACKMORE DRIVE
METHODIST GIRLS' SCHOOL,11,BLACKMORE DRIVE,METHODIST GIRLS' SCHOOL,11 BLACKMORE DRIVE METHODIST GIRLS' SCHOOL SINGAPORE 599986,599986,22443.8042111406,35016.191455096,1.33294800935714,103.783393009829,11   BLACKMORE DRIVE
MILLENNIA INSTITUTE,60,BUKIT BATOK WEST AVENUE 8,MILLENNIA INSTITUTE,60 BUKIT BATOK WEST AVENUE 8 MILLENNIA INSTITUTE SINGAPORE 658965,658965,17792.0317525892,36937.1663549989,1.35031939200985,103.741593577684,60   Bukit Batok West Avenue 8
LEARNING STUDIO EDUCARE BY ZENITANT (MONTFORT JUNIOR SCHOOL),52,HOUGANG AVENUE 8,LEARNING STUDIO EDUCARE BY ZENITANT (MONTFORT JUNIOR SCHOOL),52 HOUGANG AVENUE 8 LEARNING STUDIO EDUCARE BY ZENITANT (MONTFORT JUNIOR SCHOOL) SINGAPORE 538786,538786,34279.1743147392,39514.0026060622,1.37362445234082,103.889741457901,52   HOUGANG AVENUE 8
MONTFORT JUNIOR SCHOOL,52,HOUGANG AVENUE 8,MONTFORT JUNIOR SCHOOL,52 HOUGANG AVENUE 8 MONTFORT JUNIOR SCHOOL SINGAPORE 538786,538786,34230.9110763939,39536.1151842475,1.37382444075979,103.889307782925,52   HOUGANG AVENUE 8
MONTFORT SECONDARY SCHOOL,50,HOUGANG AVENUE 8,MONTFORT SECONDARY SCHOOL,50 HOUGANG AVENUE 8 MONTFORT SECONDARY SCHOOL SINGAPORE 538785,538785,34188.6869969647,39551.2492366415,1.37396131656912,103.888928372577,50   HOUGANG AVENUE 8
NAN CHIAU HIGH SCHOOL,20,ANCHORVALE LINK,NAN CHIAU HIGH SCHOOL,20 ANCHORVALE LINK NAN CHIAU HIGH SCHOOL SINGAPORE 545079,545079,34308.3992032008,41191.5774543677,1.38879582498399,103.890004423764,20   ANCHORVALE LINK
NAN CHIAU PRIMARY SCHOOL,50,ANCHORVALE LINK,NAN CHIAU PRIMARY SCHOOL,50 ANCHORVALE LINK NAN CHIAU PRIMARY SCHOOL SINGAPORE 545080,545080,34439.3196740765,41569.2687405795,1.39221149906592,103.891180928186,50   ANCHORVALE LINK
NASCANS NAN CHIAU SCC,50,ANCHORVALE LINK,NASCANS NAN CHIAU SCC,50 ANCHORVALE LINK NASCANS NAN CHIAU SCC SINGAPORE 545080,545080,34410.8368960386,41553.0336902775,1.39206468147602,103.890924984558,50   ANCHORVALE LINK
NAN HUA HIGH SCHOOL,41,CLEMENTI AVENUE 1,NAN HUA HIGH SCHOOL,41 CLEMENTI AVENUE 1 NAN HUA HIGH SCHOOL SINGAPORE 129956,129956,20793.1335141817,32268.1425985936,1.30809529518605,103.768561446725,41   CLEMENTI AVENUE 1
NAN HUA PRIMARY SCHOOL,30,JALAN LEMPENG,NAN HUA PRIMARY SCHOOL,30 JALAN LEMPENG NAN HUA PRIMARY SCHOOL SINGAPORE 128806,128806,19962.2298404071,33496.2443055101,1.31920159956387,103.761095065761,30   Jalan Lempeng
NASCANS - NAN HUA STUDENT CARE CENTRE,30,JALAN LEMPENG,NASCANS - NAN HUA STUDENT CARE CENTRE,30 JALAN LEMPENG NASCANS - NAN HUA STUDENT CARE CENTRE SINGAPORE 128806,128806,19971.628594175,33495.6782336775,1.31919648268012,103.761179518517,30   Jalan Lempeng
NANYANG GIRLS' HIGH SCHOOL,2,LINDEN DRIVE,NANYANG GIRLS' HIGH SCHOOL,2 LINDEN DRIVE NANYANG GIRLS' HIGH SCHOOL SINGAPORE 288683,288683,24561.4160661073,34754.6755309552,1.33058326666479,103.802420979943,2    LINDEN DRIVE
NANYANG JUNIOR COLLEGE,128,SERANGOON AVENUE 3,NANYANG JUNIOR COLLEGE,128 SERANGOON AVENUE 3 NANYANG JUNIOR COLLEGE SINGAPORE 556111,556111,31692.5780312549,36932.9914012011,1.35028314949236,103.866498721912,128  SERANGOON AVENUE 3
LEARNING BLISS @ NANYANG PRIMARY,52,KING'S ROAD,LEARNING BLISS @ NANYANG PRIMARY,52 KING'S ROAD LEARNING BLISS @ NANYANG PRIMARY SINGAPORE 268097,268097,25146.8860732606,33702.8446938451,1.32107094241153,103.807681852799,52   KING'S ROAD
NANYANG PRIMARY SCHOOL,52,KING'S ROAD,NANYANG PRIMARY SCHOOL,52 KING'S ROAD NANYANG PRIMARY SCHOOL SINGAPORE 268097,268097,25154.4872114761,33678.1373927556,1.32084749904532,103.807750155296,52   KING'S ROAD
NATIONAL JUNIOR COLLEGE,37,HILLCREST ROAD,NATIONAL JUNIOR COLLEGE,37 HILLCREST ROAD NATIONAL JUNIOR COLLEGE SINGAPORE 288913,288913,24749.4869699022,34722.5671630222,1.33029291072172,103.804110905425,37   HILLCREST ROAD
MOE KINDERGARTEN @ NAVAL BASE,7,YISHUN AVENUE 4,MOE KINDERGARTEN @ NAVAL BASE,7 YISHUN AVENUE 4 MOE KINDERGARTEN @ NAVAL BASE SINGAPORE 769028,769028,28643.4553870633,44188.7616005596,1.41590195697649,103.839100590207,7    YISHUN AVE 4
NAVAL BASE PRIMARY SCHOOL,7,YISHUN AVENUE 4,NAVAL BASE PRIMARY SCHOOL,7 YISHUN AVENUE 4 NAVAL BASE PRIMARY SCHOOL SINGAPORE 769028,769028,28609.3447617413,44233.5083953608,1.41630663159387,103.838794077233,7    YISHUN AVE 4
THE ENABLERS II PTE LTD (STUDENT CARE @ NAVAL BASE PRIMARY),7,YISHUN AVENUE 4,THE ENABLERS II PTE LTD (STUDENT CARE @ NAVAL BASE PRIMARY),7 YISHUN AVENUE 4 THE ENABLERS II PTE LTD (STUDENT CARE @ NAVAL BASE PRIMARY) SINGAPORE 769028,769028,28616.4889442064,44231.9201131817,1.41629226758972,103.838858273963,7    YISHUN AVE 4
NAVAL BASE SECONDARY SCHOOL,901,YISHUN RING ROAD,NAVAL BASE SECONDARY SCHOOL,901 YISHUN RING ROAD NAVAL BASE SECONDARY SCHOOL SINGAPORE 768689,768689,27747.583393123,44573.2144819219,1.41937881620441,103.831050390247,901  YISHUN RING ROAD
NEW TOWN CAREHUT,300,TANGLIN HALT ROAD,NEW TOWN CAREHUT,300 TANGLIN HALT ROAD NEW TOWN CAREHUT SINGAPORE 148812,148812,24288.0252855225,31352.0824043378,1.29981138884057,103.799964819895,300  Tanglin Halt Road
NEW TOWN PRIMARY SCHOOL,300,TANGLIN HALT ROAD,NEW TOWN PRIMARY SCHOOL,300 TANGLIN HALT ROAD NEW TOWN PRIMARY SCHOOL SINGAPORE 148812,148812,24303.310102744,31333.338985689,1.29964188181021,103.80010216304,300  Tanglin Halt Road
NEW TOWN SECONDARY SCHOOL,1020,DOVER ROAD,NEW TOWN SECONDARY SCHOOL,1020 DOVER ROAD NEW TOWN SECONDARY SCHOOL SINGAPORE 139657,139657,21308.1010938296,32453.9625329748,1.30977590011357,103.77318863421,1020 DOVER ROAD
NASCANS NGEE ANN SCC,344,MARINE TERRACE,NASCANS NGEE ANN SCC,344 MARINE TERRACE NASCANS NGEE ANN SCC SINGAPORE 449149,449149,37376.4109761156,31984.7973440588,1.30553224180437,103.917570005713,344  MARINE TERRACE
NGEE ANN PRIMARY SCHOOL,344,MARINE TERRACE,NGEE ANN PRIMARY SCHOOL,344 MARINE TERRACE NGEE ANN PRIMARY SCHOOL SINGAPORE 449149,449149,37364.5041869488,31984.0027186833,1.30552505910497,103.917463017497,344  MARINE TERRACE
